battery_capacity_kWh,efficiency_wh_per_km,torque_nm,acceleration_0_100_s,top_speed_kmh
-0.762696342678809,-0.9972848047021857,-0.638802797961207,0.11041543303870023,-0.7490353704833231
0.13273863279969997,0.23465524816522015,0.7017394548821895,-0.10600265291725783,-0.1710214160416002
-0.0587982603507832,1.1732762408261008,0.02745472890107986,0.03827607105338088,-0.4600283932624617
0.33385237060770745,0.11732762408261008,0.3445290940945778,-0.5388388248291733,0.840503004231415
0.9467704286892534,-0.3226509662271777,-0.6468299970800298,0.11041543303870023,0.4069925384001228
-1.4665944250068343,-1.0852805227641433,-0.8595507737288322,0.3989728809799773,-0.7490353704833231
0.3817365938953282,-0.49864240235109286,-0.9799587605111733,0.7596696909065738,-0.4600283932624617
0.13273863279969997,-0.49864240235109286,0.7017394548821895,-0.06993297192459799,-0.1710214160416002
-0.45623731363803566,-0.23465524816522015,-0.04077646360891338,-0.4666994628438543,-0.1710214160416002
1.042538875264495,0.733297650516313,0.3846650896886915,-0.32242073887321554,0.4069925384001228
1.2340757684149781,1.0852805227641433,0.8662970368180555,-0.8995356347557697,0.4069925384001228
0.036970186224458385,-1.2906038649087108,-0.04479006316832474,-0.8995356347557697,0.4358932361222089
0.07527756485455488,0.08799571806195756,-0.2173748442230135,0.03827607105338088,0.6959995156209843
0.13273863279969997,-0.02933190602065252,0.16391711392106634,-0.06993297192459799,-0.1710214160416002
0.3961018608816143,-0.11732762408261008,0.6656170588474872,-1.1159537207117278,-0.1710214160416002
-1.251115420212541,-1.2026081468467533,-0.9799587605111733,0.47111224296529636,-1.0380423477041847
-1.3373070221302585,-0.9092890866402281,-0.9799587605111733,1.0842968198405107,-1.0380423477041847
0.9898662296481124,-0.4106466842891353,1.40813297733859,-1.079884039719068,1.5630204472835687
-1.3373070221302585,-0.8212933685782706,-0.9799587605111733,1.0842968198405107,-1.0380423477041847
0.9467704286892534,-0.17599143612391513,-0.6468299970800298,0.18255479502401958,-0.1710214160416002
-0.46102573596679813,-0.4106466842891353,-0.04077646360891338,-0.4666994628438543,-0.1710214160416002
0.00823965225188618,-0.5866381204130504,-0.6187348001641502,-0.14207233390991733,-0.1710214160416002
1.5692653314283238,0.733297650516313,1.066977014788624,-0.35849041986587504,-0.1710214160416002
1.0999999432096401,-0.49864240235109286,0.02745472890107986,-0.5388388248291733,0.11798556117926129
-1.251115420212541,-1.2612719588880583,-0.9799587605111733,0.4350425619726368,-1.0380423477041847
-0.7291773863774743,-0.6453019324543554,-0.7792787825406049,0.4350425619726368,-0.7490353704833231
0.9946546519768742,0.6159700264337029,0.5853450676592599,-0.6109781868144927,0.9850064928418457
-0.29821937678888716,1.2026081468467533,-0.9398227649170595,2.6352931025248747,-1.6160563021459076
2.0959917875921525,1.407931488991321,1.78942493548267,-0.8995356347557697,0.6959995156209843
1.8086864478664277,-0.5866381204130504,2.7928248253355115,-1.4045111686530047,2.4300413789461532
-2.5344126043207784,-1.4959272070532785,-1.140502742887628,0.7596696909065738,-1.471552813535477
1.042538875264495,0.05866381204130504,0.24418910510929367,-0.06993297192459799,0.6959995156209843
0.27639130266256234,-0.5866381204130504,-0.6187348001641502,0.14648511403135975,-0.026517927431169454
-0.6812931630898535,-0.38131477826848276,-0.7592107847435481,0.03827607105338088,-0.7490353704833231
0.6594650889635287,-0.08799571806195756,0.685685056644544,-0.7552569107851314,-0.1710214160416002
